Initial Guess,Remaining Valid Guesses,Remaining Valid Solutions
skyer,3297.028163,602.4311092
lurid,3167.329723,602.4341421
unmet,3255.377383,602.4350087
spred,3309.955806,602.4462738
doges,3198.553293,602.4709705
baned,3271.752166,602.4727036
monal,3346.94974,602.4839688
rotte,3225.438908,602.5987868
talar,3182.545494,602.6182842
swelt,3385.006499,602.6330156
letch,3160.654246,602.6364818
lapis,3235.85182,602.6416811
baize,3396.905113,602.6555459
syker,3287.754766,602.6633449
proem,3268.340988,602.6802426
upran,3261.07409,602.712305
yerds,3092.180243,602.7465338
beryl,3135.176343,602.7469671
coarb,3341.204073,602.7707972
homes,3188.441508,602.8323224
pulao,3345.214471,602.8405546
crams,3254.354853,602.8591854
verso,3454.782062,602.894714
agist,3589.379116,602.8999133
lazes,3168.823657,602.9007799
lysed,3472.924177,602.9761698
laxes,3169.288995,602.9783362
pians,3350.77773,603.0220971
lases,3465.877383,603.0359619
doeth,3294.316291,603.1338821
defat,3302.126516,603.2240035
mabes,3211.238302,603.2383016
domes,3204.412045,603.2525997
hinau,3328.694541,603.2816291
unces,3149.544627,603.2907279
flute,3282.25,603.3717504
yourt,3213.705806,603.3843154
caver,3228.029029,603.4081456
moist,3551.841421,603.4406412
iller,3231.670711,603.4415078
porin,3250.055459,603.4415078
warns,3147.666378,603.5151646
sonly,3377.111785,603.5758232
gride,3343.287262,603.5818891
saved,3408.14688,603.589688
rumes,3105.916378,603.6083189
short,3349.118284,603.6330156
renig,3183.320191,603.647747
sango,3474.912478,603.6715771
nasty,3413.066291,603.8123917
bride,3343.419844,603.8336222
terne,3120.379549,603.9181109
cyder,3186.396014,603.9259099
modes,3212.972704,603.9696707
alefs,3264.602253,604.0012998
byres,3071.100953,604.0069324
disme,3651.058492,604.0459272
krans,3294.902946,604.0571924
trogs,3182.306326,604.0593588
sherd,3368.109619,604.110052
leafy,3251.469671,604.1434142
dunes,3191.357886,604.152513
hoyed,3235.792461,604.1581456
trigs,3174.246534,604.160312
cease,3541.500433,604.1724437
amnio,3432.648614,604.1845754
hides,3201.780329,604.202773
octan,3301.261698,604.202773
clave,3398.880416,604.2192374
meiny,3249.361352,604.2642981
slang,3538.730936,604.2907279
swail,3551.773397,604.3392548
corni,3218.292028,604.3466205
mains,3295.503899,604.3496534
terfs,3076.900347,604.3544194
bowie,3397.654679,604.4813692
treks,3186.107886,604.5160312
tapis,3265.330589,604.5558925
caves,3191.685875,604.6130849
spied,3435.785529,604.6135182
chert,3224.2513,604.6598787
rozet,3195.128683,604.7868284
serra,3312.537262,604.7959272
baurs,3190.04766,604.8110919
touze,3342.391681,604.8869151
fleas,3253.279896,604.9250433
gonia,3357.779029,604.962305
thorn,3230.34922,604.970104
losel,3478.022964,604.9800693
ayelp,3325.077556,604.987435
spake,3574.250867,605.007799
percs,3101.649913,605.0589255
reify,3166.388215,605.0667244
carom,3286.285962,605.127383
taira,3263.113085,605.157279
theca,3267.568458,605.1906412
gytes,3152.221404,605.2179376
lyard,3248.474003,605.257799
horst,3400.085355,605.2608319
blets,3206.178943,605.3695841
derth,3168.451906,605.3734835
arena,3333.778596,605.3864818
letup,3198.896014,605.4289428
waive,3405.819757,605.5225303
norma,3239.231802,605.52513
ascon,3667.766898,605.5571924
ragus,3166.209705,605.5623917
rivas,3203.989601,605.6161179
scour,3411.45234,605.6217504
huers,3166.57539,605.6334489
glues,3201.000867,605.7066724
omens,3282.57669,605.8297227
ample,3402.604419,605.8327556
noyau,3339.127383,605.8539861
rives,3118.787262,605.8544194
tubar,3299.563258,605.8656846
orbit,3325.860919,605.8765165
argus,3249.2474,605.9168111
drags,3294.258232,605.9241768
dulce,3335.45364,605.9787695
wared,3231.993068,606.0225303
cokes,3202.643847,606.0233969
rugal,3265.512998,606.0654246
stoic,3435.738735,606.1104853
bulse,3567.417244,606.1759099
horns,3120.840988,606.2361352
molas,3256.12435,606.2534662
glens,3238.35182,606.3245234
lints,3147.688042,606.3409879
padri,3298.903813,606.3635182
tacet,3217.788128,606.3700173
homey,3218.801993,606.4176776
alews,3286.015165,606.4467071
ardeb,3317.578856,606.4718371
benis,3202.065858,606.4740035
aunts,3262.581889,606.482669
loach,3374.04766,606.4852686
erose,3522.389515,606.4956672
hents,3172.795494,606.507799
about,3430.109619,606.5129983
iftar,3309.147314,606.5489601
craps,3287.569324,606.6026863
mired,3219.493934,606.6074523
ervil,3293.573657,606.6325823
tamis,3268.243501,606.6546794
fiery,3220.012565,606.7469671
under,3249.405113,606.7469671
onlay,3309.866551,606.7573657
pedal,3347.20104,606.7755633
mamie,3411.704939,606.7889948
antsy,3486.391681,606.7889948
dynel,3240.762132,606.7920277
ixora,3337.702773,606.8435875
naevi,3306.047227,606.852253
urari,3382.996534,606.8713172
soars,3457.203206,606.8817158
crabs,3260.460572,606.8869151
lurve,3209.850953,606.9129116
plans,3328.968371,606.9254766
opens,3296.470971,606.9306759
rehab,3231.262132,606.9480069
owres,3139.770797,607.0147314
oleum,3377.642114,607.1889081
title,3299.895581,607.2006066
fleur,3305.553726,607.2495667
lengs,3150.182409,607.3084922
frets,3180.090555,607.3110919
acker,3264.016031,607.3115251
moils,3272.849653,607.3236568
joule,3392.64688,607.347487
spirt,3387.853986,607.4051127
while,3372.852253,607.4224437
mpret,3195.948873,607.4718371
askoi,3694.108319,607.4943674
ocher,3226.37175,607.504766
areas,3254.666811,607.5181976
dicey,3219.042461,607.5671577
smolt,3464.017764,607.5966205
negro,3244.133449,607.6031196
cured,3203.658579,607.6377816
yowes,3192.496101,607.6442808
ansae,3647.983536,607.7105719
flirs,3172.692808,607.7209705
acerb,3296.461005,607.7300693
doper,3277.445841,607.7391681
grads,3304.372617,607.757799
scand,3565.295494,607.7803293
rabic,3269.302426,607.8032929
chart,3325.103553,607.8093588
rumal,3281.141248,607.8236568
clits,3211.40338,607.8509532
mason,3636.876516,607.8721837
koura,3332.051127,607.8921144
tabis,3270.611352,607.9038128
lodge,3370.867851,607.9306759
clued,3300.464038,607.9618718
cauls,3237.690208,607.9709705
flame,3437.496967,607.9870017
glias,3303.623917,608.0142981
peach,3379.051993,608.0909879
cyano,3389.7487,608.092721
mache,3363.044194,608.1347487
skyte,3372.805026,608.1798094
wades,3252.471404,608.2699307
adoze,3501.058059,608.2933276
timed,3267.077123,608.3089255
sepic,3386.712305,608.3873484
prads,3338.912045,608.4033795
clout,3352.040295,608.4116118
marly,3176.213605,608.4293761
dirke,3299.931976,608.4354419
snark,3488.39818,608.4514731
leone,3269.069324,608.4761698
arums,3282.978336,608.4948007
souse,3451.469671,608.4974003
calve,3342.545494,608.6278163
siped,3428.364818,608.7396014
oller,3268.204939,608.7508666
miaow,3484.263432,608.7777296
kasme,3629.283795,608.8258232
boyar,3353.872184,608.8561525
above,3487.920277,608.8604853
kenos,3250.508232,608.8778163
blast,3614.240035,608.9488735
shute,3424.156846,608.9662045
baled,3287.316291,608.9956672
draps,3337.492634,608.9961005
brins,3229.535529,608.9965338
belah,3285.412912,609.0138648
lumen,3264.438908,609.0160312
gault,3341.908146,609.0216638
clove,3415.774697,609.0320624
joles,3180.735702,609.034662
creak,3331.888215,609.0805893
bason,3652.310225,609.114818
clapt,3375.621317,609.1893414
baton,3350.939341,609.2525997
brits,3205.411179,609.2586655
symar,3437.543328,609.2928943
varec,3205.583622,609.3271231
heare,3294.120017,609.3297227
north,3179.589255,609.3323224
mesic,3535.281629,609.4246101
wites,3197.045494,609.4254766
plues,3241.662912,609.5064991
dynes,3202.696707,609.5493934
orval,3363.525563,609.5922877
tiara,3325.295494,609.592721
vairy,3275.185009,609.614818
plats,3300.843588,609.7010399
movie,3446.259099,609.742201
begat,3321.865685,609.8188908
lomed,3289.885182,609.9870017
basto,3561.987435,609.9900347
krona,3369.386482,610.0004333
silty,3300.965771,610.0511265
lycra,3171.540295,610.0632582
kiley,3221.663778,610.2959272
lapin,3343.483102,610.3028596
taxor,3326.862652,610.3227903
ileum,3378.565858,610.347487
avers,3249.960139,610.410312
drave,3424.021231,610.427643
monde,3417.715771,610.6620451
hamed,3320.231802,610.6967071
grike,3390.865251,610.8279896
dwale,3445.05156,610.8414211
dauts,3271.046794,610.9341421
emacs,3335.393847,610.9727036
ahold,3440.005199,611.0038995
lomas,3285.545061,611.0333622
relax,3220.533362,611.0420277
clegs,3239.987868,611.1187175
sprit,3360.585789,611.2240035
manos,3327.426776,611.3279896
ranch,3261.577556,611.3440208
coyau,3377.184575,611.3583189
prunt,3322.588821,611.3622184
deism,3622.832756,611.3643847
nazes,3233.568891,611.3734835
metic,3250.44974,611.3747834
fames,3249.709705,611.3886482
tango,3342.458839,611.4683709
wager,3288.154246,611.4727036
ouphe,3435.258232,611.4852686
gents,3194.458839,611.4896014
actin,3350.102253,611.4917678
creps,3219.954939,611.5242634
inker,3276.168977,611.567591
waurs,3242.551127,611.6169844
sloth,3445.049827,611.6464471
fraus,3331.184142,611.6564125
maced,3314.848354,611.7183709
farts,3158.042461,611.7409012
muset,3503.197574,611.7664645
archi,3339.542894,611.7781629
urman,3382.462738,611.8292894
vlies,3260.376083,611.8414211
opted,3309.184142,611.8414211
toter,3253.609185,611.8531196
sigla,3485.811092,611.8934142
tamin,3355.081889,611.9094454
rhino,3295.640815,611.9241768
lirks,3108.163778,611.9822357
often,3291.691941,612.0385615
loses,3521.309792,612.0931542
plied,3348.67201,612.1087522
wails,3318.703206,612.1139515
flors,3218.988302,612.202773
moray,3282.80026,612.2387348
zeals,3296.451473,612.2651646
dirge,3318.806759,612.2963605
tonne,3351.181542,612.3305893
ingle,3392.287695,612.3500867
parve,3323.547227,612.3526863
sapid,3549.531196,612.3864818
basin,3658.036828,612.4259099
igapo,3486.053726,612.4462738
maiko,3465.508666,612.5129983
carex,3233.325823,612.5233969
scarp,3484.451473,612.5541594
warts,3171.204073,612.5576256
wrens,3245.164211,612.5701906
fatso,3585.945841,612.6074523
orcin,3345.112218,612.6330156
splat,3449.877383,612.6841421
ferly,3152.792461,612.6915078
labis,3281.549393,612.7690641
piets,3278.188908,612.8093588
sizel,3432.94974,612.8370884
adopt,3473.427643,612.8656846
gules,3199.32539,612.9059792
haunt,3377.513865,612.9744367
retch,3189.438475,612.9792028
trill,3271.155113,612.9939341
wader,3309.833189,613
drams,3346.211005,613.0658579
selva,3404.853986,613.2192374
maneb,3328.70364,613.2690641
karns,3209.186308,613.2894281
fines,3227.461872,613.3011265
bents,3205.705806,613.3227903
segni,3440.02513,613.3249567
strig,3350.532496,613.3531196
easel,3651.951906,613.4306759
brome,3406.053293,613.4636049
cursi,3469.214471,613.4670711
duals,3345.52253,613.4792028
smoke,3613.982669,613.542461
ronne,3310.075823,613.5987868
niche,3341.594454,613.6464471
laked,3322.450173,613.6707106
gemot,3357.819324,613.6884749
chafe,3479.649047,613.7759965
adult,3420.719237,613.779896
jeans,3330.368718,613.8006932
jeats,3298.275997,613.8344887
slurp,3414.131716,613.8448873
sprad,3455.061525,613.8596187
noose,3635.739168,613.8604853
herds,3159.85312,613.8643847
golem,3308.97487,613.9337088
doits,3293.409445,613.9436742
goeth,3336.431976,613.9636049
venal,3338.676343,613.9766031
ering,3353.244367,613.9896014
treyf,3263.866118,614.0259965
moble,3420.981369,614.0285962
novel,3305.936742,614.029896
gamey,3296.22747,614.0368284
tolus,3216.080589,614.0771231
fails,3315.120451,614.080156
craft,3394.399047,614.097487
enate,3331.813258,614.105286
leuds,3233.464905,614.1421144
admen,3404.718371,614.1715771
pards,3234.688475,614.215338
riser,3470.688908,614.2283362
gains,3335.516031,614.2560659
crony,3309.887348,614.257799
fract,3399.282062,614.2868284
jasey,3509.298094,614.3089255
teats,3321.421144,614.3206239
ecrus,3146.805459,614.3700173
saros,3407.633016,614.3825823
carob,3332.246101,614.3960139
strim,3366.554593,614.5142981
lidos,3286.495667,614.5242634
dargs,3208.810225,614.5281629
shlep,3399.290728,614.6057192
duans,3393.320191,614.6533795
raita,3285.214471,614.6551127
clype,3361.655979,614.7019064
dimer,3305.632149,614.7222704
menad,3369.573657,614.7253033
marsh,3528.500867,614.8201906
wages,3275.508666,614.8873484
lewis,3231.061958,614.9536395
chode,3472.687608,615.0177643
garth,3241.030329,615.034662
arris,3344.05156,615.0411612
noisy,3573.133016,615.0537262
feint,3346.876083,615.0558925
botas,3307.64818,615.0658579
decoy,3299.02643,615.1152513
meith,3315.967071,615.1291161
roped,3278.887348,615.1364818
retie,3194.206672,615.1451473
karts,3190.30026,615.212305
brays,3309.220537,615.309792
unled,3301.839688,615.3457539
aumil,3468.035529,615.3613518
crawl,3399.110052,615.3804159
marcs,3184.109185,615.4046794
tarot,3301.668977,615.4406412
blurt,3289.964038,615.4679376
grasp,3691.054593,615.4844021
picra,3315.956239,615.5012998
copra,3350.34922,615.5051993
obied,3392.12695,615.5095321
owner,3287.211872,615.5108319
unarm,3405.756066,615.5112652
pouke,3482.401646,615.5459272
kelts,3194.641248,615.6152513
pargo,3340.645147,615.6295494
heids,3294.157279,615.7049393
diram,3361.896447,615.7066724
nerks,3162.364818,615.732669
troll,3298.310659,615.770364
tench,3264.533795,615.7738302
hokey,3267.32539,615.7742634
sengi,3441.02773,615.8132582
louts,3234.657712,615.8305893
carps,3198.852253,615.8388215
skran,3448.983102,615.8617851
preys,3259.251733,615.8882149
whear,3382.42461,615.9068458
spoke,3621.363518,615.907279
rawns,3230.489601,615.9592721
waits,3328.397314,615.9774697
sones,3429.879549,616.020364
linac,3342.053726,616.0914211
sooey,3371.948873,616.0983536
yikes,3251.896447,616.1299827
mayed,3336.735702,616.1715771
edits,3320.014731,616.1858752
eaten,3377.104419,616.1936742
bagel,3354.404246,616.2166378
matin,3373.691508,616.2655979
belay,3287.934575,616.3123917
quote,3417.680243,616.3136915
ached,3351.140381,616.3266898
terse,3386.760832,616.3973137
bodle,3437.530763,616.4116118
sonic,3520.640381,616.4549393
sheaf,3505.086655,616.462305
nerdy,3194.916378,616.4783362
coram,3351.093154,616.6546794
loxes,3228.071924,616.6594454
leres,3145.77513,616.6945407
artal,3330.749567,616.7331023
reran,3338.162912,616.7344021
troat,3388.438475,616.8080589
mules,3232.626083,616.8674177
easle,3533.37175,616.9220104
dyers,3244.394714,616.9233102
cavel,3340.840988,616.9254766
retax,3260.719671,616.9436742
ihram,3349.804159,616.9571057
indue,3465.947574,616.9969671
mirly,3199.102253,617.0056326
rebut,3264.831023,617.0498267
infer,3300.262132,617.0589255
grave,3456.686742,617.1256499
carer,3260.092288,617.144714
skail,3627.854419,617.1707106
kelty,3184.329289,617.1837088
terra,3243.160745,617.190208
moper,3320.522964,617.1962738
dowse,3727.142114,617.2140381
manis,3339.808925,617.2863951
virls,3142.047227,617.3388215
riata,3339.560225,617.3466205
besti,3515.352253,617.4285095
pules,3243.426776,617.4571057
hazer,3295.554159,617.5056326
fiest,3584.405546,617.5385615
liken,3312.57149,617.5437608
omega,3427.132582,617.5532929
cower,3297.344021,617.5710572
arsis,3698.153813,617.5797227
girts,3155.112652,617.6026863
colin,3365.196274,617.6282496
deman,3412.472704,617.6503466
trant,3384.534229,617.6880416
scaly,3498.028163,617.7244367
roven,3270.292461,617.7573657
stark,3482.244367,617.7863951
debar,3392.514731,617.809792
oches,3257.944974,617.8201906
titer,3272.809359,617.8253899
altar,3325.638648,617.8279896
hoist,3600.161612,617.8297227
plead,3420.04636,617.8344887
demoi,3400.9987,617.8596187
erhus,3240.209272,617.9237435
laari,3272.727036,617.9614385
anear,3410.222704,617.9688042
breys,3256.139515,618.0450607
exalt,3407.365251,618.0788562
sewin,3491.105719,618.0827556
rubes,3177.255633,618.1438475
curst,3457.15078,618.2313692
roral,3389.12565,618.2491334
shand,3647.669411,618.2491334
grisy,3616.008232,618.2764298
haven,3343.498267,618.2842288
unapt,3459.431109,618.3323224
spado,3659.179809,618.3687175
ramus,3248.337088,618.4228769
stive,3518.881716,618.4696707
tozes,3252.368284,618.5142981
prays,3360.057192,618.5389948
carbs,3186.679376,618.5762565
tendu,3305.263432,618.644714
fuero,3362.616551,618.677643
hauls,3301.919844,618.7629983
arvos,3355.946707,618.7963605
duels,3313.294627,618.8457539
oaths,3328.255633,618.8656846
rores,3218.899913,618.9098787
baker,3331.364385,618.9146447
nudes,3268.926343,618.9241768
demit,3376.831456,618.9315425
thens,3318.809792,618.9722704
bolas,3323.313692,618.9731369
elogy,3399.218371,619.1819757
hutia,3378.768198,619.2049393
dobes,3285.759532,619.2240035
edict,3424.134315,619.2902946
coins,3340.121317,619.3041594
halid,3385.313258,619.3297227
inept,3399.297227,619.3344887
types,3244.259099,619.419844
clads,3361.496534,619.4423744
rhyme,3302.344454,619.4601386
pyral,3291.558925,619.4605719
muras,3247.637782,619.4805026
flota,3379.59662,619.5277296
tranq,3392.999567,619.529896
pucer,3281.212305,619.5316291
lovat,3396.391248,619.5415945
trips,3280.884315,619.5528596
crepy,3303.897747,619.6113518
stylo,3455.736135,619.6174177
frost,3630.931976,619.6247834
ident,3424.013865,619.6594454
welts,3206.071057,619.6724437
noily,3360.071057,619.7149047
board,3454.116551,619.7188042
caese,3568.156846,619.7525997
wiels,3313.690641,619.834922
monas,3373.372617,619.8661179
antic,3391.857019,619.8682842
haves,3282.02773,619.8752166
capos,3367.990901,619.9016464
riped,3286.759099,619.9046794
luges,3239.081889,619.9380416
skoal,3622.688908,619.9588388
poilu,3430.885615,619.9636049
laich,3406.311092,619.9666378
forme,3367.077123,620.0090988
gilas,3315.968371,620.0589255
trews,3262.971404,620.0992201
agoge,3559.632149,620.1763432
limas,3328.622617,620.1841421
viers,3259.647747,620.1897747
ferny,3213.564558,620.2149047
syver,3376.484835,620.2235702
remap,3342.393414,620.2439341
faint,3435.230503,620.2980936
rises,3509.805026,620.3145581
porns,3232.963605,620.3613518
toses,3548.192808,620.4302426
livor,3357.255633,620.4627383
toque,3421.045061,620.4683709
rente,3191.431109,620.4813692
lovey,3278.766898,620.4974003
melic,3318.165078,620.5918544
ergon,3401.720537,620.6286828
rowan,3387.390815,620.6854419
bodes,3297.223137,620.7283362
lymes,3233.867418,620.7396014
naked,3375.62175,620.7521664
daynt,3401.80286,620.792461
sohur,3468.225737,620.9029463
drabs,3372.525997,620.9111785
bytes,3234.236568,620.9315425
roses,3524.256499,620.9558059
bread,3418.455806,620.9649047
howre,3370.874783,620.965338
poker,3343.639515,620.9709705
moder,3356.283795,620.9753033
galut,3375.464038,620.9870017
pants,3309.139948,620.9991334
wrist,3598.811525,621.0073657
senas,3485.397747,621.02513
brads,3374.522097,621.0706239
coped,3375.016031,621.0844887
scold,3577.694974,621.1217504
foray,3332.431109,621.1395147
along,3506.699307,621.152513
gynie,3416.327556,621.1975737
halts,3252.840988,621.2318024
dulia,3406.136915,621.2504333
silex,3440.650347,621.2616984
prief,3356.672877,621.2664645
whose,3747.081023,621.305026
hoyas,3351.895581,621.3106586
teaed,3458.552426,621.3297227
dimes,3303.450607,621.3544194
lauds,3320.813692,621.4038128
shove,3616.030329,621.4085789
screw,3354.342288,621.4098787
pitas,3364.273397,621.4462738
laund,3420.954939,621.4475737
wames,3314.352686,621.4722704
rewon,3322.415945,621.5129983
goads,3437.32149,621.5181976
frist,3610.541594,621.5437608
randy,3293.790295,621.5554593
mauve,3501.920277,621.5619584
derma,3333.791594,621.6191508
glime,3494.014298,621.7231369
polis,3327.467504,621.7811958
sleet,3550.214038,621.8357886
asset,3597.820624,621.8375217
sirra,3464.89688,621.8466205
coves,3266.555026,621.902513
inkle,3444.617851,621.9237435
mercy,3214.788562,621.9792028
azide,3556.44844,622.0147314
erugo,3408.853986,622.0242634
boils,3349.631716,622.0788562
copal,3464.89948,622.1013865
storm,3465.537695,622.1715771
gored,3320.827123,622.2859619
scrod,3466.246967,622.3063258
scram,3444.996101,622.3162912
fanos,3379.436742,622.3284229
cyber,3275.679376,622.3331889
owsen,3625.380416,622.3938475
rafts,3231.592288,622.4107452
ravin,3365.175043,622.437175
ovule,3497.548094,622.5086655
totes,3286.493501,622.5372617
begar,3398.208839,622.5658579
pheon,3456.166811,622.6308492
fural,3342.350953,622.6386482
gomer,3353.140815,622.6408146
acold,3476.934575,622.6811092
viner,3311.564558,622.7079723
cases,3608.355286,622.7456672
trayf,3388.198873,622.8825823
felts,3217.250433,622.8908146
saucy,3492.349653,622.8981802
aunty,3369.17201,622.902513
lipas,3354.196707,622.9046794
vague,3502.700173,622.9467071
sudor,3554.971837,623.034662
yield,3384.97747,623.0381282
hokes,3308.613085,623.0818891
ruche,3332.864818,623.1468804
knaur,3481.711438,623.1720104
minor,3417.004766,623.2400347
chars,3349.474003,623.2590988
loral,3331.422877,623.2967938
rimed,3309.641248,623.352253
scion,3602.725737,623.3734835
grins,3304.941075,623.4055459
astun,3675.449307,623.4328423
tetra,3301.211872,623.4410745
choir,3429.996101,623.457539
kines,3301.048094,623.4657712
prahu,3475.407279,623.5441941
sowed,3522.827123,623.6139515
benty,3249.272964,623.6195841
calid,3419.245667,623.6325823
eales,3353.901213,623.694974
zoner,3325.239168,623.77513
ports,3222.45104,623.805026
jarls,3205.731369,623.8604853
dovie,3522.362218,623.919844
cours,3265.015165,623.9605719
duces,3271.855286,623.9649047
morts,3203.54766,624.0164645
okras,3316.237002,624.0294627
sharp,3567.72227,624.037695
cions,3366.537262,624.0883882
reels,3194.138648,624.0983536
guyse,3700.604853,624.1555459
ileal,3449.508666,624.212305
kails,3390.376516,624.30026
yuans,3406.311092,624.3006932
medal,3445.215338,624.3461872
beams,3387.538562,624.352253
buras,3261.410312,624.3639515
pyran,3341.749133,624.4211438
deaws,3419.084489,624.4510399
aecia,3417.174177,624.4584055
adust,3734.259532,624.4987002
rabid,3398.598354,624.5017331
makes,3344.286828,624.5238302
bogle,3481.397747,624.5745234
capon,3484.478769,624.5758232
orpin,3437.808925,624.5883882
litho,3345.161612,624.6624783
kames,3343.206239,624.7101386
skirt,3503.22747,624.7331023
lotus,3273.111352,624.7608319
curly,3210.182842,624.7976603
teade,3401.256499,624.8115251
kuias,3440.338821,624.8206239
vesta,3544.675477,624.8964471
supra,3483.035095,624.8973137
vealy,3380.656412,625.0402946
eikon,3478.689775,625.0450607
mylar,3361.063258,625.0467938
phyle,3414.821924,625.0641248
posit,3670.113518,625.1161179
scrab,3449.47357,625.1590121
odist,3712.465771,625.1720104
saran,3475.331456,625.1763432
scrap,3462.168111,625.2560659
puers,3298.659445,625.2608319
amido,3589.920711,625.2690641
idols,3391.846187,625.3271231
wines,3298.358752,625.3431542
cloze,3511.035962,625.3925477
soras,3472.603553,625.4055459
guano,3549.205806,625.4124783
atopy,3464.837955,625.5095321
ratch,3319.025563,625.5134315
thyme,3382.902946,625.517331
macro,3402.298094,625.5814558
roars,3390.94844,625.5966205
morns,3244.05026,625.6425477
dunce,3469.563258,625.6616118
blues,3312.291161,625.6780763
prang,3494.972704,625.6850087
asked,3727.44714,625.6854419
malts,3277.578856,625.7062392
pacos,3385.27643,625.7573657
draft,3486.104419,625.8392548
levas,3306.992634,625.8435875
shend,3585.582322,625.8752166
gyral,3316.02773,626.0381282
rewin,3321.568458,626.1286828
parae,3396.161612,626.1364818
stupe,3538.84792,626.1806759
glide,3514.815425,626.2066724
fices,3274.42201,626.2214038
ranks,3284.665511,626.2569324
point,3476.170277,626.2742634
anele,3407.421577,626.2993934
cupel,3381.716638,626.3310225
siles,3445.061525,626.3604853
gurls,3173.125217,626.4415078
estop,3653.197574,626.4428076
nifes,3291.870017,626.4735702
treck,3357.872617,626.4805026
wetly,3270.470971,626.5246967
straw,3442.382582,626.55026
axles,3312.117851,626.5589255
skied,3581.572357,626.5810225
zoril,3357.618718,626.589688
egads,3441.363085,626.7621317
tripy,3337.786828,626.7824957
emits,3373.363951,626.8037262
glans,3418.763432,626.8353553
cleft,3408.610052,626.8578856
fable,3476.740035,626.8661179
carbo,3385.925477,626.9267764
overt,3392.428076,626.952773
ursid,3708.035529,626.9948007
eupad,3489.612652,627.0004333
piled,3374.216638,627.0771231
walis,3363.985702,627.0892548
snath,3585.637782,627.0922877
shaly,3576.717938,627.1039861
glory,3353.227036,627.1551127
barny,3309.250433,627.169844
refly,3239.556759,627.190208
balti,3352.292028,627.1962738
urban,3468.830156,627.2729636
strak,3445.759099,627.2794627
crore,3462.234402,627.2837955
pynes,3298.866984,627.3102253
tilak,3402.006932,627.3219237
hazel,3386.42331,627.3635182
maybe,3469.332322,627.3786828
blain,3521.794627,627.3804159
leers,3210.79766,627.4298094
croze,3462.354853,627.4766031
pagri,3400.189341,627.482669
perog,3368.144714,627.507799
bayed,3394.14818,627.5116984
rolfs,3201.746101,627.5437608
acids,3411.712738,627.6278163
hosta,3610.217938,627.6403813
gadso,3805.4987,627.7127383
globe,3539.143414,627.8336222
pirns,3260.151646,627.8695841
narks,3267.47357,627.9094454
saola,3627.503466,627.9211438
durst,3562.656846,627.9259099
verts,3202.567158,627.9354419
stang,3614.100953,628.0060659
lefts,3248.348354,628.0385615
hogen,3396.65078,628.0979203
ratal,3307.378683,628.102253
logan,3465.243068,628.1152513
runty,3224.334489,628.1412478
tepid,3386.72617,628.1455806
tugra,3358.818891,628.1707106
dowle,3494.004766,628.2448007
lozen,3370.945841,628.2686308
waled,3388.054593,628.2690641
stirp,3487.398614,628.3089255
spect,3535.627816,628.3115251
buran,3399.103986,628.3713172
softa,3527.231369,628.3908146
faced,3394.433276,628.4181109
hyens,3352.329723,628.4471404
spray,3450.424177,628.4800693
fecal,3402.478769,628.5727903
decry,3278.769497,628.5732236
murls,3193.05286,628.5944541
hovel,3387.622617,628.5961872
seine,3528.585355,628.6390815
moxie,3546.604419,628.6555459
faker,3384.683276,628.7205373
diyas,3406.620017,628.7400347
parev,3342.251733,628.742201
piker,3371.268631,628.7439341
darre,3441.112652,628.7859619
avion,3597.030329,628.8440208
guaco,3560.831023,628.9241768
basti,3639.640815,628.9636049
nabis,3391.516031,628.9805026
girly,3258.289428,629.0246967
prude,3475.141681,629.0342288
oints,3351.592288,629.0727903
afoul,3567.939775,629.1078856
pinas,3424.470971,629.1191508
punce,3478.935009,629.144714
paged,3445.006499,629.1711438
crisp,3677.993068,629.187175
amber,3427.910745,629.2179376
rello,3313.613085,629.270364
pomes,3347.933276,629.3180243
slurb,3493.377383,629.3271231
genty,3285.092288,629.3526863
veils,3351.262132,629.4020797
bursa,3628.128683,629.4059792
ethyl,3370.831456,629.4640381
crusy,3626.361785,629.542461
bidet,3423.118718,629.5632582
white,3446.686742,629.5784229
rinds,3254.94844,629.5844887
tryer,3273.615251,629.6260832
curns,3222.536828,629.6607452
nonet,3401.245667,629.6815425
kithe,3424.507366,629.7668977
fogle,3503.956672,629.7946274
mutes,3318.706672,629.8084922
coady,3506.657712,629.8167244
ridge,3417.555026,629.8379549
corny,3298.17851,629.902513
poult,3455.145147,629.9068458
dhals,3435.835789,629.9228769
salvo,3594.249133,629.9415078
micra,3396.730503,629.9445407
broke,3503.774697,629.9506066
avens,3422.19974,630.0381282
daily,3456.870451,630.0498267
oupas,3464.028163,630.0602253
darbs,3288.634315,630.0658579
camis,3400.244801,630.0688908
front,3447.369151,630.0909879
tramp,3479.214471,630.0914211
sadly,3579.457106,630.1191508
atoms,3455.467938,630.1629116
stoma,3578.395581,630.1893414
zones,3318.422444,630.2196707
borde,3435.452773,630.2240035
powre,3451.017764,630.257799
basic,3737.590121,630.3102253
fauve,3540.488302,630.4146447
demos,3387.104853,630.4722704
nashi,3651.408579,630.5450607
lisle,3720.579723,630.5610919
fiats,3448.371317,630.5853553
items,3393.109619,630.5866551
tronk,3418.940641,630.5953206
clems,3364.656846,630.6031196
pebas,3386.457539,630.6338821
bards,3291.959272,630.6936742
absit,3774.130849,630.7019064
roque,3441.220104,630.7712305
fenis,3330.771231,630.7759965
uveas,3403.530763,630.8015598
